show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4284,movie,Ascharyachakit!,samit kakkad,"priyanka bose, vaibhav raj gupta, santosh juvekar, anangsha biswas, ankit raaj, kashmira irani, kailash waghmare, vipin sharma",india,2018-12-19,2018,tv-ma,90 min,"Dramas, Independent Movies, International Movies","Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
s4285,tv show,Ellen DeGeneres: Relatable,"joel gallen, tig notaro",ellen degeneres,united states,2018-12-18,2018,tv-ma,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
s4286,movie,Lilli,prasobh vijayan,"samyuktha menon, aaryan menon, dhanesh anand, kannan nayar, sajin cherukayil, kevin jose, athulya",india,2018-12-17,2018,tv-ma,85 min,"Dramas, Independent Movies, International Movies","A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
s4287,movie,Prince of Peoria: A Christmas Moose Miracle,jon rosenbaum,"gavin lewis, theodore barnes, shelby simmons, cynthia kaye mcwilliams",united states,2018-12-17,2018,tv-g,29 min,"Children & Family Movies, Comedies","Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
s4288,movie,Andhadhun,sriram raghavan,"tabu, ayushmann khurrana, radhika apte, anil dhawan, manav vij, zakir hussain, ashwini kalsekar, chhaya kadam, pawan singh, kabir sajid",india,2018-12-16,2018,tv-14,137 min,"Comedies, Dramas, International Movies",A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
s4290,movie,Dragons: Dawn of the Dragon Racers,"elaine bogan, john sanford","jay baruchel, america ferrera, zack pearlman, christopher mintz-plasse, t.j. miller, andree vermeulen",united states,2018-12-16,2014,tv-pg,27 min,"Children & Family Movies, Comedies","The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
s4292,movie,Kill the Messenger,michael cuesta,"jeremy renner, rosemarie dewitt, ray liotta, tim blake nelson, oliver platt, barry pepper, michael sheen, paz vega, michael kenneth williams, mary elizabeth winstead, andy garcia, robert patrick",united states,2018-12-16,2014,r,112 min,"Dramas, Thrillers","In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
s4293,movie,Maps to the Stars,david cronenberg,"julianne moore, mia wasikowska, robert pattinson, john cusack, olivia williams, sarah gadon, evan bird, niamh wilson, dawn greenhalgh","canada, germany, france, united states",2018-12-16,2014,r,112 min,"Comedies, Dramas",A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.
s4294,movie,Springsteen on Broadway,thom zimny,bruce springsteen,united states,2018-12-16,2018,tv-ma,153 min,Music & Musicals,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
s4295,movie,The Theory of Everything,james marsh,"emily watson, charlie cox, felicity jones, maxine peake, harry lloyd, eddie redmayne, david thewlis, simon mcburney","united kingdom, japan",2018-12-16,2014,pg-13,123 min,"Dramas, Romantic Movies","As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
s4296,movie,F.R.E.D.I.,sean olson,"kelly hu, angus macfadyen, candace cameron bure, lucius hoyos, reid miller, tyler christopher, casimere jollette, christina cox, texas battle, harvey guillen",united states,2018-12-15,2018,tv-pg,90 min,"Children & Family Movies, Sci-Fi & Fantasy","Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
s4298,movie,Kita Kita,sigrid andrea bernardo,"alessandra de rossi, empoy marquez",philippines,2018-12-15,2017,tv-14,84 min,"Comedies, Dramas, International Movies","When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
s4300,movie,Once in a Lifetime Sessions with Kasabian,matt askem,"sergio pizzorno, tom meighan, chris edwards, ian mattthews, lauren laverne",united states,2018-12-15,2018,tv-ma,79 min,"Documentaries, Music & Musicals","Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
s4302,movie,Once in a Lifetime Sessions with Snow Patrol,matt askem,"gary lightbody, nathan connolly, jonny quinn, paul wilson, johnny mcdaid, edith bowman",united states,2018-12-15,2018,tv-ma,83 min,"Documentaries, Music & Musicals","In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
s4304,movie,Vanjagar Ulagam,manoj beedha,"guru somasundaram, cibi bhuvana chandran, vishagan vanangamudi, anisha ambrose, chandini tamilarasan, azhagamperumal, john vijay, vasu vikram, hareesh peradi, jayaprakash radhakrishnan",india,2018-12-15,2018,tv-ma,145 min,"Dramas, International Movies, Thrillers",Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
s4307,movie,ROMA,alfonso cuarón,"yalitza aparicio, marina de tavira","mexico, united states",2018-12-14,2018,r,135 min,"Dramas, Independent Movies, International Movies","Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s."
s4315,movie,Vir Das: Losing It,marcus raboy,vir das,united states,2018-12-11,2018,tv-ma,68 min,Stand-Up Comedy,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special."
s4316,movie,5 Star Christmas,marco risi,"massimo ghini, ricky memphis, martina stella, ralph palka, biagio izzo, riccardo rossi, paola minaccioni",italy,2018-12-07,2018,tv-14,96 min,"Comedies, International Movies","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
s4318,movie,Dumplin',anne fletcher,"danielle macdonald, jennifer aniston, odeya rush, maddie baillio, bex taylor-klaus, luke benward, georgie flores, dove cameron, harold perrineau, kathy najimy, ginger minj, hilliary begley",united states,2018-12-07,2018,pg-13,110 min,"Comedies, Dramas, Independent Movies","To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
s4320,movie,Mowgli: Legend of the Jungle,andy serkis,"christian bale, cate blanchett, benedict cumberbatch, naomie harris, andy serkis, rohan chand, peter mullan, jack reynor, eddie marsan, tom hollander, louis ashbourne serkis, matthew rhys, freida pinto","united kingdom, united states",2018-12-07,2018,pg-13,105 min,"Action & Adventure, Children & Family Movies, Dramas",An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
s4322,tv show,Pine Gap,mat king,"parker sawyers, jacqueline mckenzie, steve toussaint, tess haubrich, stephen curry, lewis fitz-gerald, mark leonard winter",australia,2018-12-07,2018,tv-ma,1 Season,"International TV Shows, TV Dramas","At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other."
s4325,movie,The American Meme,bert marcus,"paris hilton, josh ostrovsky, brittany furlan, kirill bichutsky, dj khaled, emily ratajkowski, hailey baldwin",united states,2018-12-07,2018,tv-ma,98 min,Documentaries,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame."
s4329,movie,Teefa in Trouble,ahsan rahim,"ali zafar, maya ali, javed sheikh, mehmood aslam, faisal qureshi, nayyar ejaz, asma abbas, marhoom ahmad bilal, simi raheal, salman bokhari",pakistan,2018-12-02,2018,tv-14,155 min,"Action & Adventure, Comedies, International Movies","A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl."
s4330,movie,A Beautiful Life,andrew lau wai-keung,"qi shu, liu ye, anthony wong chau-sang, liang tian, danying feng, rina sa, zhang songwen, tian gao, andrew lin","china, hong kong",2018-12-01,2011,tv-14,122 min,"Dramas, International Movies, Romantic Movies","After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives."
s4331,movie,Accident,cheang pou soi,"louis koo, richie ren, stanley fung sui-fan, michelle ye, lam suet, alexander chan, monica mok",hong kong,2018-12-01,2009,tv-ma,87 min,"International Movies, Thrillers",A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.
s4333,movie,Battle,katarina launing,"lisa teige, fabian svegaard tapia, vebjørn enger, charlott madeleine utzig, stig r. amdam, karen-lise mynster","norway, denmark, netherlands, sweden",2018-12-01,2018,tv-ma,98 min,"Dramas, International Movies, Romantic Movies","After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael."
s4334,movie,Blind Detective,johnnie to,"andy lau, sammi cheng, gao yuanyuan, guo tao, philip keung, lam suet, lo hoi-pang, tai-lo ma, man-wai wong, ying-ying yiu, yi zi","hong kong, china",2018-12-01,2013,tv-ma,130 min,"Action & Adventure, Comedies, International Movies","When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction."
s4335,movie,Break Up 100,lawrence cheng,"ekin cheng, chrissie chow, ivana wong, jase ho, alex lam, wen xin, miriam chin wah yeung, eric kot, kar lok chin",hong kong,2018-12-01,2014,tv-14,105 min,"Comedies, International Movies, Romantic Movies","After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships."
s4336,movie,Chal Bhaag,prakash balwant saini,"deepak dobriyal, tarun bajaj, keeya khanna, varun mehra, sanjay mishra, yashpal sharma, mukesh tiwari, atul srivastava, manish khanna, kunwar aziz",india,2018-12-01,2014,tv-14,110 min,"Comedies, Dramas, International Movies",Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
s4337,movie,Crossroads: One Two Jaga,nam ron,"zahiril adzim, ario bayu, asmara abigail, rosdeen suboh, amerul affendi, iedil putra, timothy castillo, chew kin wah, along eyzendy, nam ron",malaysia,2018-12-01,2018,tv-14,81 min,"Dramas, International Movies","In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price."
s4338,movie,Don't Go Breaking My Heart,johnnie to,"louis koo, gao yuanyuan, daniel wu",hong kong,2018-12-01,2011,tv-pg,115 min,"Comedies, International Movies, Romantic Movies","A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss."
s4339,movie,Don't Go Breaking My Heart 2,johnnie to,"louis koo, gao yuanyuan, miriam chin wah yeung, vic chou, daniel wu","hong kong, china",2018-12-01,2014,tv-14,113 min,"Comedies, International Movies, Romantic Movies","Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise."
s4340,movie,Faraar,baljit singh deo,"kainaat arora, jaggi singh, gippy grewal",australia,2018-12-01,2015,tv-14,146 min,"Action & Adventure, Dramas, International Movies","When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence."
s4342,movie,Helios,"leung lok man, luk kim-ching","jacky cheung, nick cheung, chang chen, shawn yue, wang xueqi, janice man, ji jin-hee, choi si-won","hong kong, china, united states",2018-12-01,2015,tv-14,118 min,"Action & Adventure, International Movies","When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device."
s4343,movie,Line Walker,jazz boon,"nick cheung, louis koo, francis chun-yu ng, charmaine sheh, hui shiu hung, li guangjie, zhang huiwen, xing yu, cheng taishen, moses chan, louis cheung","china, hong kong",2018-12-01,2016,tv-ma,109 min,"Action & Adventure, Dramas, International Movies",A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.
